HOSTID,HOSTNAME,DOMAINNAME,FQDN,FQDNDYNAMIC,DESCRIPTION,HOSTTYPE,MANAGEDBY,CPU,MEM,SCOMOS,VIRTUALOS,MANUALOS,VERSION,ARCH,DTAP,CONTRACT,CUSTOMER,STATE,CIMAPPING,HWHOST,HWSERIAL,LOCATION,PATCHINGTOOL,BACKUPTOOL,MONITORINGTOOL,ANTIVIRUSTOOL,INSCCM,HIROAUTOMATIONENABLED,CREATIONDATE
"1401","SSCSBEASPR08","","SSCSBEASPR08","","Application Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"1402","SSCSBEASPR09","","SSCSBEASPR09","","Application Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"23795","SSCSBEASSA01","emea.group.atlascopco.com","SSCSBEASSA01.emea.group.atlascopco.com","","EMEA SAP - Emea Sap Server 1","Vmachine with HW Failover","AHS","1","4096","","","Windows 2008 R2 Standard","SP0","x64","T","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:40:52"
"23796","SSCSBEASSA02","emea.group.atlascopco.com","SSCSBEASSA02.emea.group.atlascopco.com","","EMEA SAP - EMEA SAP server 2","Vmachine with HW Failover","AHS","1","4096","","","Windows 2008 R2 Standard","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:40:53"
"1423","SSCSBEASTE01","","SSCSBEASTE01","","Application Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","S","Atlas GPS","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"1424","SSCSBEASTE02","","SSCSBEASTE02","","Application Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","S","Atlas GPS","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"1425","SSCSBEASTE03","","SSCSBEASTE03","","Application Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","S","Atlas GPS","Atlas Copco","Disposed","3","","","","","","","","","False","01/12/2017 00:00:00"
"5990","SSCSBEASTE03_SAPBPC","","SSCSBEASTE03_SAPBPC","","vm_description: Application Server;vm_sla: vmhav;","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP0","x86","T","Atlas GPS","Atlas Copco","Disposed","3","","","","","","","","","False","01/12/2017 00:00:00"
"32255","SSCSBEASYS0001","atlascopco.group","SSCSBEASYS0001.atlascopco.group","","Syslog","Vmachine with HW Failover","AHS","1","4096","","","Red Hat Enterprise Linux Server release 7","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Mechelen","Linux","CommVault","SCOM","Antivirus Exception: Linux server","","False","23/05/2019 13:52:35"
"5766","SSCSBEAV01","acsis.local","SSCSBEAV01.acsis.local","SSCSBEAV01.acsis.local","AV Server","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP1","x64","P","Atlas Speed","Atlas Copco","Up","1","eacoehuicmp502.acomgt.local","V62CK5216001","Atos - DC Huizingen","SCCM","Avamar","SCOM","Symantec Endpoint Protection (SEP)","True","True","01/12/2017 00:00:00"
"23797","SSCSBEBC0001","","SSCSBEBC0001","","BRANCHE CACHE - Branchcache testserver remote sites","Vmachine with HW Failover","AHS","1","4096","","","Windows 2008 R2 Standard","SP0","x64","T","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:40:53"
"27667","SSCSBEBK01","emea.group.atlascopco.com","SSCSBEBK01.emea.group.atlascopco.com","","Apollo Backup Server","Vmachine with HW Failover","AHS","1","4096","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas Servers with limited services EMEA","Atlas Copco","Disposed","3","","","Atos - DC Huizingen","SCCM","Backup exception: Atos not responsible","Monitoring Exception: Atos not responsible","Symantec Endpoint Protection (SEP)","True","False","07/06/2018 16:26:15"
"24905","SSCSBEBOC01","emea.group.atlascopco.com","SSCSBEBOC01.emea.group.atlascopco.com","","Bocada engine and collector services","Vmachine with HW Failover","AHS","1","4096","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas Speed","Atlas Copco","Disposed","3","","","Atos - DC Huizingen","SCCM","Avamar","SCOM","McAfee","True","True","27/12/2017 13:07:50"
"24983","SSCSBEBOC02","emea.group.atlascopco.com","SSCSBEBOC02.emea.group.atlascopco.com","","Bocada engine and collector services","Vmachine with HW Failover","AHS","2","8192","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas Speed","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","SCCM","Avamar","SCOM","McAfee","True","True","26/01/2018 09:31:03"
"34628","SSCSBEDB0039","atlascopco.group","SSCSBEDB0039.atlascopco.group","","PostGre db server production","Azure VM","AHS","4","28672","Red Hat Enterprise Linux Server release 7.9 (Maipo)","","Red Hat Enterprise Linux Server release 7",".9","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","Linux","Azure Backup","SCOM","Antivirus Exception: Not installed","","False","15/10/2020 13:20:12"
"1534","SSCSBEDB1010","","SSCSBEDB1010","","DB ORACLE","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas Speed","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"33636","SSCSBEDB4011","atlascopco.group","SSCSBEDB4011.atlascopco.group","SSCSBEDB4011.atlascopco.group","DEV SQL on DPC","Vmachine with HW Failover","AHS","2","32768","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Up","1","aacoemecmgt002.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","27/03/2020 11:18:14"
"33970","SSCSBEDB4012","atlascopco.group","SSCSBEDB4012.atlascopco.group","SSCSBEDB4012.atlascopco.group","New server for hosting test SQL dbs","Vmachine with HW Failover","AHS","4","65536","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp006.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","19/06/2020 09:53:17"
"33637","SSCSBEDB4015","atlascopco.group","SSCSBEDB4015.atlascopco.group","SSCSBEDB4015.atlascopco.group","ITE SQL on DPC","Vmachine with HW Failover","AHS","4","32768","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp004.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","27/03/2020 11:21:02"
"33638","SSCSBEDB4020","atlascopco.group","SSCSBEDB4020.atlascopco.group","SSCSBEDB4020.atlascopco.group","STG SQL on DPC","Vmachine with HW Failover","AHS","4","32768","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","A","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemecmgt001.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","27/03/2020 11:30:56"
"33661","SSCSBEDB4034","atlascopco.group","SSCSBEDB4034.atlascopco.group","SSCSBEDB4034.atlascopco.group","PROD SQL Server1 on Shared","Vmachine with HW Failover","AHS","8","131072","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","atobeph752.atos.vi.lan","XAN-S30-01205","Atos - DC Huizingen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","False","03/04/2020 12:23:31"
"33662","SSCSBEDB4035","atlascopco.group","SSCSBEDB4035.atlascopco.group","SSCSBEDB4035.atlascopco.group","PROD SQL Server2 on Shared","Vmachine with HW Failover","AHS","8","131072","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","atobeph827.atlascopco.vi.lan","","Atos - DC Mechelen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","False","03/04/2020 12:23:40"
"34097","SSCSBEDB4037","atlascopco.group","SSCSBEDB4037.atlascopco.group","SSCSBEDB4037.atlascopco.group","New server for hosting prod SQL dbs - Node 1","Vmachine with HW Failover","AHS","8","65536","Microsoft Windows Server 2019 Standard","Microsoft Windows Server 2016 or later (64-bit)","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","atobeph771.atos.vi.lan","XAN-S30-01389","Atos - DC Huizingen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","False","10/07/2020 15:36:07"
"34096","SSCSBEDB4038","atlascopco.group","SSCSBEDB4038.atlascopco.group","SSCSBEDB4038.atlascopco.group","New server for hosting prod SQL dbs - Node 2","Vmachine with HW Failover","AHS","8","65536","Microsoft Windows Server 2019 Standard","Microsoft Windows Server 2016 or later (64-bit)","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","atobeph827.atlascopco.vi.lan","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","False","10/07/2020 15:35:36"
"1426","SSCSBEDBDE01","","SSCSBEDBDE01","","Database Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Enterprise","SP1","x64","S","Atlas GPS","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"1427","SSCSBEDBDE02","","SSCSBEDBDE02","","Database Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Enterprise","SP1","x64","S","Atlas GPS","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"1409","SSCSBEDBDRP","","SSCSBEDBDRP","","Database Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"1403","SSCSBEDBPR01","emea.group.atlascopco.com","SSCSBEDBPR01.emea.group.atlascopco.com","","SQL Cluster Node","DRP with SiteRecoveryManager","AHS","8","32768","","","Windows 2008 R2 Enterprise","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","SCCM","Networker","SCOM","McAfee","True","False","01/12/2017 00:00:00"
"1404","SSCSBEDBPR02","emea.group.atlascopco.com","SSCSBEDBPR02.emea.group.atlascopco.com","","SQL Cluster Node","DRP with SiteRecoveryManager","AHS","8","32768","","","Windows 2008 R2 Enterprise","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","SCCM","Networker","SCOM","McAfee","True","False","01/12/2017 00:00:00"
"7445","SSCSBEDBPR20","","SSCSBEDBPR20","","GPS DB Cluster node","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"7446","SSCSBEDBPR21","","SSCSBEDBPR21","","GPS DB Cluster node","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"1428","SSCSBEDBTE01","emea.group.atlascopco.com","SSCSBEDBTE01.emea.group.atlascopco.com","","Database Server","Vmachine with HW Failover","AHS","8","32768","","","Windows 2008 R2 Enterprise","SP1","x64","S","Atlas GPS","Atlas Copco","Disposed","2","","","Atos - DC Mechelen","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","01/12/2017 00:00:00"
"1429","SSCSBEDBTE02","","SSCSBEDBTE02","","Database Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Enterprise","SP1","x64","S","Atlas GPS","Atlas Copco","Disposed","3","","","","","","","","","False","01/12/2017 00:00:00"
"23798","SSCSBEFS0002","emea.group.atlascopco.com","SSCSBEFS0002.emea.group.atlascopco.com","","FILE SERVICES - File Server","Vmachine with HW Failover","AHS","2","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:40:54"
"23799","SSCSBEFS0003","emea.group.atlascopco.com","SSCSBEFS0003.emea.group.atlascopco.com","sscsbefs0003.emea.group.atlascopco.com","FILE SERVICES REMOTE SITES - Type: Application Server for File Server - Remote Sites EMEA - alias SSCSNLFSCA0001","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","atobeph418.atos.vi.lan","XAN-S18-01600","Atos - DC Huizingen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:40:54"
"33683","SSCSBEFS0004","atlascopco.group","SSCSBEFS0004.atlascopco.group","","IAM assessment & KPI server","Azure VM","AHS","2","16384","Microsoft Windows Server 2016 Datacenter","","Windows 2016 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Avamar","SCOM","McAfee","True","True","09/04/2020 11:52:00"
"33712","SSCSBEFS0010","emea.group.atlascopco.com","SSCSBEFS0010.emea.group.atlascopco.com","SSCSBEFS0010.emea.group.atlascopco.com","File Services (Replacement for SSCSSEFS0003)","Vmachine with HW Failover","AHS","2","6144","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp511.acomgt.local","FCH21487JQZ","Atos - DC Huizingen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","14/04/2020 16:15:06"
"7529","SSCSBEFSTE01","","SSCSBEFSTE01","","GPS File Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","T","Atlas GPS","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"23800","SSCSBEIS0002","emea.group.atlascopco.com","SSCSBEIS0002.emea.group.atlascopco.com","","TEST SERVER - Dev Server to test scripts","Vmachine with HW Failover","AHS","2","4096","","","Windows 2012 R2 Standard","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","Atos - Wilrijk","SCCM","CommVault","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:40:55"
"23801","SSCSBEIS0005","emea.group.atlascopco.com","SSCSBEIS0005.emea.group.atlascopco.com","","Microsoft  ATA Gateway Server","Vmachine with HW Failover","AHS","2","8192","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","McAfee","True","True","13/10/2017 08:40:55"
"23802","SSCSBEIS0006","emea.group.atlascopco.com","SSCSBEIS0006.emea.group.atlascopco.com","","Type: Infrastructure Server for Microsoft ATA PROD - ATA Gateway Server","Vmachine with HW Failover","AHS","2","8192","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","McAfee","True","True","13/10/2017 08:40:56"
"24704","SSCSBEIS0007","emea.group.atlascopco.com","SSCSBEIS0007.emea.group.atlascopco.com","sscsbeis0007.emea.group.atlascopco.com","SCOM Gateway","Vmachine with HW Failover","AHS","4","8192","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 or later (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","airsbevm0071.emea.group.atlascopco.com","J3137E0","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","MS Defender – ATP – Atos Managed","True","True","15/11/2017 10:02:54"
"24705","SSCSBEIS0008","emea.group.atlascopco.com","SSCSBEIS0008.emea.group.atlascopco.com","sscsbeis0008.emea.group.atlascopco.com","SCOM Gateway","Vmachine with HW Failover","AHS","4","8192","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 or later (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","airsbevm0072.emea.group.atlascopco.com","J3137E2","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","MS Defender – ATP – Atos Managed","True","True","15/11/2017 10:02:54"
"34232","SSCSBEIS0009","emea.group.atlascopco.com","SSCSBEIS0009.emea.group.atlascopco.com","","OMS Gateway 1","Azure VM","AHS","2","8192","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Azure Backup","SCOM","McAfee","True","True","17/08/2020 12:35:34"
"34233","SSCSBEIS0010","emea.group.atlascopco.com","SSCSBEIS0010.emea.group.atlascopco.com","","OMS Gateway 2","Azure VM","AHS","2","8192","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Azure Backup","SCOM","McAfee","True","True","17/08/2020 12:35:35"
"22112","SSCSBEIS4001","emea.group.atlascopco.com","SSCSBEIS4001.emea.group.atlascopco.com","SSCSBEIS4001.emea.group.atlascopco.com","Microsoft ATA PROD Center Server","Vmachine with HW Failover","AHS","4","98304","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas Speed","Atlas Copco","Up","3","eacoemecmgt003.acomgt.local","FCH20427LD6","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","01/12/2017 00:00:00"
"23803","SSCSBEISAV002","emea.group.atlascopco.com","SSCSBEISAV002.emea.group.atlascopco.com","SSCSBEISAV002.emea.group.atlascopco.com","ANTIVIRUS - SEP 11 2nd node","Vmachine with HW Failover","AHS","4","6144","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp505.acomgt.local","V62CK5216001","Atos - DC Huizingen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:40:56"
"23804","SSCSBEISAV003","emea.group.atlascopco.com","SSCSBEISAV003.emea.group.atlascopco.com","SSCSBEISAV003.emea.group.atlascopco.com","ANTIVIRUS - SEP11 node","Vmachine with HW Failover","AHS","4","6144","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp513.acomgt.local","FCH21507M84","Atos - DC Huizingen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:40:57"
